#Table1
objid,ra,dec,photoz,photozerr,specz,speczerr,proj_sep,umag,umagerr,gmag,gmagerr,rmag,rmagerr,obj_type
1237671939804496307,257.90819,64.04625,0.089054,0.010769,0.07858875,2.296716E-05,6.43692039319577,19.57813,0.05634914,17.55992,0.005640038,16.59513,0.004079876,3
1237671939804496307,257.90819,64.04625,0.089054,0.010769,0.07868629,2.299915E-05,6.43692039319577,19.57813,0.05634914,17.55992,0.005640038,16.59513,0.004079876,3
1237671939804561434,258.02787,64.040384,0.155318,0.008394,0.1508622,2.585354E-05,4.11385465578417,19.82627,0.0768339,17.78582,0.006977096,16.65903,0.004429605,3
1237671939804561434,258.02787,64.040384,0.155318,0.008394,0.15091,2.368655E-05,4.11385465578417,19.82627,0.0768339,17.78582,0.006977096,16.65903,0.004429605,3
1237671939804561468,258.09657,64.032519,0.11312,0.010352,0.07981008,1.40163E-05,3.70664787740265,19.7303,0.04538322,17.55445,0.005149777,16.54338,0.003739001,3
1237671939804561470,258.20851,64.052953,0.088747,0.014687,0.07395603,2.083728E-05,3.15461731876477,19.19729,0.04538317,16.99064,0.004396979,16.03191,0.003275655,3
1237671939804561470,258.20851,64.052953,0.088747,0.014687,0.07399382,1.648066E-05,3.15461731876477,19.19729,0.04538317,16.99064,0.004396979,16.03191,0.003275655,3
1237671939804561472,258.17109,64.07271,0.079329,0.010019,0.0834782,2.023379E-05,1.61725978254824,19.22295,0.048023,17.07339,0.004666888,16.12337,0.003477939,3
1237671939804561472,258.17109,64.07271,0.079329,0.010019,0.08358134,1.785933E-05,1.61725978254824,19.22295,0.048023,17.07339,0.004666888,16.12337,0.003477939,3
1237671939804561475,258.21347,64.073183,0.085255,0.018274,0.07390616,1.446339E-05,2.49130869181345,19.22808,0.04919117,17.19313,0.004988501,16.26248,0.003694817,3
1237671939804561475,258.21347,64.073183,0.085255,0.018274,0.07390364,1.414232E-05,2.49130869181345,19.22808,0.04919117,17.19313,0.004988501,16.26248,0.003694817,3
1237671939804561476,258.12006,64.060761,0.065143,0.012437,0.0734653,2.371853E-05,1.92712417730773,17.3246,0.03335369,14.93716,0.002602796,14.03668,0.002119043,3
1237671939804561476,258.12006,64.060761,0.065143,0.012437,0.07343803,1.557702E-05,1.92712417730773,17.3246,0.03335369,14.93716,0.002602796,14.03668,0.002119043,3
1237671939804561478,258.11782,64.031104,0.118263,0.020461,0.08687258,2.426917E-05,3.7026693938787,19.85384,0.06186623,17.83365,0.006521916,16.8333,0.004604185,3
1237671939804561478,258.11782,64.031104,0.118263,0.020461,0.08687139,2.150011E-05,3.7026693938787,19.85384,0.06186623,17.83365,0.006521916,16.8333,0.004604185,3
1237671939804561483,258.13376,64.038556,0.123715,0.030391,0.08280216,2.151979E-05,3.24454238250728,19.54234,0.0586761,17.63774,0.006904202,16.64294,0.004506823,3
1237671939804561484,258.18179,64.053546,0.101513,0.016661,0.08562605,1.733155E-05,2.71485053256142,19.58479,0.05082011,17.71295,0.005918154,16.78555,0.004367802,3
1237671939804561485,258.15028,64.085551,0.111615,0.031522,0.08279875,3.093505E-05,0.690984971688509,20.88361,0.1044329,18.52987,0.007956354,17.63463,0.005781264,3
1237671939804561485,258.15028,64.085551,0.111615,0.031522,0.0827946,2.817926E-05,0.690984971688509,20.88361,0.1044329,18.52987,0.007956354,17.63463,0.005781264,3
1237671939804561487,258.08067,64.035634,0.092821,0.014618,0.08261043,2.440246E-05,3.65059811035922,18.7973,0.06324691,16.61937,0.005006138,15.65794,0.003522045,3
1237671939804561487,258.08067,64.035634,0.092821,0.014618,0.08268053,1.652361E-05,3.65059811035922,18.7973,0.06324691,16.61937,0.005006138,15.65794,0.003522045,3
1237671939804561491,258.10986,64.082134,0.117749,0.01657,0.07945839,2.969751E-05,0.812440961535028,21.05589,0.1178527,18.8184,0.00911441,17.84799,0.006221281,3
1237671939804561491,258.10986,64.082134,0.117749,0.01657,0.07948642,2.451873E-05,0.812440961535028,21.05589,0.1178527,18.8184,0.00911441,17.84799,0.006221281,3
1237671939804561492,258.13856,64.071678,0.109224,0.016661,0.08442297,2.674874E-05,1.27825780662662,21.5633,0.1513836,19.19833,0.01167746,18.25473,0.007789053,3
1237671939804561603,258.22681,63.992408,0.081909,0.008372,0.08285826,1.809574E-05,6.53238488294065,18.14211,0.02870516,16.19026,0.003486607,15.26385,0.002687722,3
1237671939804561603,258.22681,63.992408,0.081909,0.008372,0.08291385,1.431227E-05,6.53238488294065,18.14211,0.02870516,16.19026,0.003486607,15.26385,0.002687722,3
1237671939804561642,258.24041,64.051036,0.092458,0.021751,0.07399645,2.224325E-05,3.83133724582239,19.97055,0.07911072,18.02808,0.007816929,17.15332,0.005617437,3
1237671939804561746,257.92393,64.083086,0.082779,0.008721,0.08339601,1.740192E-05,5.4200435831488,19.14546,0.04879592,17.2721,0.005336051,16.3503,0.003935311,3
1237671939804561753,257.9832,63.958064,0.053107,0.021195,0.07388825,1.874042E-05,8.93996808645879,19.10232,0.03980351,17.35489,0.005274473,16.63948,0.004274473,3
1237671939804561763,257.95132,64.075248,0.089375,0.0106,0.08734854,3.221534E-05,4.78709901380308,20.16015,0.1049226,18.20453,0.008988603,17.28326,0.006275507,3
1237671939804561763,257.95132,64.075248,0.089375,0.0106,0.0873604,2.88216E-05,4.78709901380308,20.16015,0.1049226,18.20453,0.008988603,17.28326,0.006275507,3
1237671939804561772,257.99905,63.964991,0.081721,0.011435,0.07830062,3.249394E-05,8.38820329370662,20.19862,0.07902403,18.26552,0.008010388,17.39508,0.005761907,3
1237671939804561772,257.99905,63.964991,0.081721,0.011435,0.07821907,2.703745E-05,8.38820329370662,20.19862,0.07902403,18.26552,0.008010388,17.39508,0.005761907,3
1237671939804561802,258.00482,63.980452,0.106713,0.020197,0.0827249,2.886129E-05,7.48288271217475,20.67508,0.1070496,18.37747,0.008218632,17.43743,0.005680278,3
1237671939804561802,258.00482,63.980452,0.106713,0.020197,0.0827786,2.421569E-05,7.48288271217475,20.67508,0.1070496,18.37747,0.008218632,17.43743,0.005680278,3
1237671939804561812,257.99055,64.055714,0.086007,0.009793,0.08345834,2.36583E-05,4.26344288080586,19.55955,0.05116375,17.59653,0.005559822,16.65616,0.004095064,3
1237671939804561812,257.99055,64.055714,0.086007,0.009793,0.08354431,2.342838E-05,4.26344288080586,19.55955,0.05116375,17.59653,0.005559822,16.65616,0.004095064,3
1237671939804561826,258.0042,64.037866,0.074279,0.008624,0.07503507,1.579477E-05,4.64744635364243,19.43979,0.05098085,17.46256,0.005437127,16.59365,0.004109875,3
1237671939804561830,257.99197,64.08917,0.067627,0.008609,0.07971801,1.815838E-05,3.61147590910512,18.85739,0.03455662,16.83767,0.004136099,15.92575,0.003252046,3
1237671939804561830,257.99197,64.08917,0.067627,0.008609,0.07968805,1.526725E-05,3.61147590910512,18.85739,0.03455662,16.83767,0.004136099,15.92575,0.003252046,3
1237671939804561850,258.0388,63.982832,0.088923,0.014014,0.07901837,3.760066E-05,7.00307958006004,19.87628,0.09067889,18.05482,0.008952778,17.17237,0.006300005,3
1237671939804561862,258.02928,64.05549,0.079288,0.009336,0.08279845,1.650254E-05,3.44481300968436,19.40644,0.04744278,17.42016,0.005157641,16.49575,0.003851535,3
1237671939804561897,258.03354,64.097415,0.078896,0.015089,0.07967802,2.034303E-05,2.5308081735224,19.9445,0.06488913,18.11538,0.007188361,17.24741,0.005291835,3
1237671939804561900,258.07722,64.008077,0.092351,0.015497,0.0809986,2.523814E-05,5.25428766032034,20.07128,0.07312788,18.2945,0.008097946,17.40233,0.005804947,3
1237671939804561916,258.11872,63.963722,0.112123,0.017495,0.08579054,2.905684E-05,7.7374272293741,20.21355,0.07023104,18.39702,0.008033333,17.46246,0.005631237,3
1237671939804561916,258.11872,63.963722,0.112123,0.017495,0.08575095,2.278661E-05,7.7374272293741,20.21355,0.07023104,18.39702,0.008033333,17.46246,0.005631237,3
1237671939804561927,258.13516,64.002787,0.086293,0.008851,0.08500046,2.303789E-05,5.38985659180054,18.50876,0.03999698,16.4937,0.004095987,15.54861,0.003045357,3
1237671939804561927,258.13516,64.002787,0.086293,0.008851,0.0849261,1.574213E-05,5.38985659180054,18.50876,0.03999698,16.4937,0.004095987,15.54861,0.003045357,3
1237671939804561928,258.13222,63.997333,0.102861,0.012179,0.07837883,2.209808E-05,5.71585730358929,20.20772,0.07331699,18.24144,0.00755412,17.3039,0.005303835,3
1237671939804561934,258.12711,64.016596,0.084826,0.010782,0.08224989,1.856931E-05,4.56050338673897,19.70537,0.05979078,17.59886,0.00570106,16.67216,0.004174533,3
1237671939804561948,258.11967,64.109101,0.088812,0.016811,0.07412706,5.866451E-06,1.02191520029795,18.59705,0.02384329,17.76956,0.005790633,17.47699,0.005766705,3
1237671939804561959,258.20332,63.938051,0.069025,0.036068,0.07055867,3.488701E-05,9.47523162397447,20.13532,0.07407616,18.24378,0.007680669,17.52853,0.006063744,3
1237671939804561959,258.20332,63.938051,0.069025,0.036068,0.07064625,2.939881E-05,9.47523162397447,20.13532,0.07407616,18.24378,0.007680669,17.52853,0.006063744,3
1237671939804561961,258.20006,63.937414,0.108175,0.017447,0.08254481,3.436598E-05,9.49403590321144,20.29619,0.1084622,18.33727,0.01008943,17.43308,0.006939779,3
1237671939804561964,258.14202,64.097222,0.07716,0.018802,0.07617816,5.181908E-06,0.429174675284157,18.69307,0.02258424,17.84919,0.005606221,17.73399,0.006102856,3
1237671939804561977,258.21274,63.960697,0.096057,0.016953,0.08137539,2.692954E-05,8.21096159815284,20.26821,0.08907271,18.42608,0.009189234,17.54263,0.006488462,3
1237671939804561997,258.23101,64.029253,0.084477,0.012588,0.080997,2.772339E-05,4.64052023895014,20.3571,0.09317045,18.21394,0.007786784,17.31192,0.005579782,3
1237671939804561997,258.23101,64.029253,0.084477,0.012588,0.08105769,2.205249E-05,4.64052023895014,20.3571,0.09317045,18.21394,0.007786784,17.31192,0.005579782,3
1237671939804561999,258.23112,64.032429,0.103082,0.034228,0.08127932,1.371667E-05,4.48832786258944,19.72405,0.07632108,18.28127,0.009322798,17.63827,0.007875269,3
1237671939804626957,258.31944,64.055688,0.078014,0.010472,0.07458469,2.18563E-05,5.45498123625614,19.20026,0.04693316,17.23247,0.00511249,16.31498,0.003793756,3
1237671939804626957,258.31944,64.055688,0.078014,0.010472,0.07462378,1.729517E-05,5.45498123625614,19.20026,0.04693316,17.23247,0.00511249,16.31498,0.003793756,3
1237671939804626959,258.37128,64.046858,0.088149,0.008302,0.07843956,2.237673E-05,6.91449015830134,17.8016,0.03268467,15.65321,0.00342843,14.64711,0.002436558,3
1237671939804626959,258.37128,64.046858,0.088149,0.008302,0.07844017,1.773328E-05,6.91449015830134,17.8016,0.03268467,15.65321,0.00342843,14.64711,0.002436558,3
1237671939804626961,258.33324,64.056802,0.088235,0.012191,0.07682644,1.866369E-05,5.76233168479092,19.85969,0.06792763,17.76187,0.006278415,16.80067,0.004486618,3
1237671939804627086,258.30574,63.977073,0.093296,0.01659,0.07765399,2.681382E-05,8.33621539497772,20.15805,0.08156767,18.27808,0.008394576,17.38538,0.005922511,3
1237671939804627102,258.35557,63.978695,0.085656,0.014408,0.0792056,2.787102E-05,9.05477215670063,19.94582,0.07072819,18.06053,0.007503952,17.18943,0.005421736,3
1237671939804627102,258.35557,63.978695,0.085656,0.014408,0.0792018,2.308601E-05,9.05477215670063,19.94582,0.07072819,18.06053,0.007503952,17.18943,0.005421736,3
1237671939804627245,258.29265,63.985146,0.085282,0.010113,0.08157108,3.172389E-05,7.74095902200566,19.67687,0.06175372,17.76402,0.006555113,16.86453,0.004725042,3
1237671939804627245,258.29265,63.985146,0.085282,0.010113,0.08151872,2.391091E-05,7.74095902200566,19.67687,0.06175372,17.76402,0.006555113,16.86453,0.004725042,3
1237671939804627262,258.27283,64.091241,0.088189,0.014223,0.08209412,2.317379E-05,3.76058014542687,19.86349,0.07111396,17.65395,0.005972654,16.6936,0.004293768,3
1237671939804627262,258.27283,64.091241,0.088189,0.014223,0.08216956,2.079849E-05,3.76058014542687,19.86349,0.07111396,17.65395,0.005972654,16.6936,0.004293768,3
1237671939804627265,258.26575,64.117134,0.077509,0.009269,0.08092269,1.388701E-05,3.86318208608613,18.47112,0.02857237,16.47559,0.003546358,15.53158,0.002782618,3
1237671939804627279,258.30379,64.028753,0.075191,0.010488,0.07704972,1.992527E-05,5.96726312603089,19.62584,0.05324038,17.66483,0.005772438,16.78377,0.004320311,3
1237671939804627298,258.33535,64.009444,0.078664,0.024388,0.0798867,6.260975E-06,7.35771412924312,18.47799,0.0237752,17.75812,0.006049542,17.6492,0.006920462,3
1237671939804627298,258.33535,64.009444,0.078664,0.024388,0.07988858,6.265443E-06,7.35771412924312,18.47799,0.0237752,17.75812,0.006049542,17.6492,0.006920462,3
1237671939804627306,258.34049,64.069079,0.079088,0.008573,0.0761909,1.814067E-05,5.71392450224467,18.6956,0.0318257,16.64821,0.003805802,15.70953,0.00295844,3
1237671939804627306,258.34049,64.069079,0.079088,0.008573,0.07623031,1.519956E-05,5.71392450224467,18.6956,0.0318257,16.64821,0.003805802,15.70953,0.00295844,3
1237671939804627307,258.32931,64.076861,0.07844,0.007013,0.08112399,1.28869E-05,5.32724989981895,18.13652,0.02943196,16.10246,0.003338487,15.1578,0.00259548,3
1237671939804627378,258.3913,64.013379,0.087447,0.009002,0.08209191,2.139411E-05,8.35840230867369,18.50754,0.04065367,16.4846,0.004185345,15.53414,0.003099272,3
1237671939804627378,258.3913,64.013379,0.087447,0.009002,0.08205031,1.751601E-05,8.35840230867369,18.50754,0.04065367,16.4846,0.004185345,15.53414,0.003099272,3
1237671939804627395,258.40361,63.98859,0.06528,0.02553,0.07087519,1.30691E-05,9.53008784305737,19.30243,0.04491448,17.66492,0.005882863,16.95638,0.004768266,3
1237671939804627412,258.36616,64.122564,0.094656,0.018355,0.07766051,2.996723E-05,6.45932894241035,20.79056,0.107673,18.5597,0.008470521,17.65919,0.006096445,3
1237671939804627412,258.36616,64.122564,0.094656,0.018355,0.07763089,2.488825E-05,6.45932894241035,20.79056,0.107673,18.5597,0.008470521,17.65919,0.006096445,3
1237671939804627419,258.40644,64.022284,0.110823,0.022869,0.0785919,6.158736E-06,8.40706953152112,19.85264,0.04450691,18.96214,0.009997865,18.56886,0.009324783,3
1237671939804627439,258.41279,64.133447,0.113132,0.023758,0.08195051,2.962176E-05,7.81880105471003,19.96832,0.07072659,18.16549,0.007571448,17.22238,0.005373856,3
1237671939804627439,258.41279,64.133447,0.113132,0.023758,0.08191933,2.372996E-05,7.81880105471003,19.96832,0.07072659,18.16549,0.007571448,17.22238,0.005373856,3
1237671939804627451,258.42904,64.081958,0.082613,0.008801,0.0846009,2.178617E-05,7.88328424604352,19.00716,0.04064235,16.83723,0.004118684,15.86643,0.003114918,3
1237671939804627451,258.42904,64.081958,0.082613,0.008801,0.08464299,1.629996E-05,7.88328424604352,19.00716,0.04064235,16.83723,0.004118684,15.86643,0.003114918,3
1237671939804627453,258.43112,64.083849,0.098698,0.033626,0.09021114,8.722174E-06,7.93062910366566,19.88116,0.1057097,18.11699,0.008516422,17.40951,0.006871994,3
1237671939804627462,258.45078,64.020363,0.085335,0.009769,0.08206038,1.823578E-05,9.48393731268263,19.5123,0.05149593,17.58159,0.005724499,16.65657,0.004165171,3
1237671939804627464,258.44994,64.025909,0.081894,0.013624,0.07180737,3.097191E-05,9.3161404176649,20.05525,0.06565119,18.35306,0.008029834,17.51662,0.005922728,3
1237671939804627464,258.44994,64.025909,0.081894,0.013624,0.0718016,2.505877E-05,9.3161404176649,20.05525,0.06565119,18.35306,0.008029834,17.51662,0.005922728,3
1237671939804627483,258.43205,64.123685,0.077184,0.010523,0.08079002,2.528532E-05,8.14615367880558,20.08116,0.08206341,18.15476,0.007831404,17.27835,0.005706132,3
1237671939804627518,258.46676,64.119499,0.088762,0.016934,0.08287635,5.564596E-06,8.98602887839081,18.92277,0.0362908,17.83406,0.00681372,17.36895,0.006322416,3
1237671939804627535,258.48871,64.111343,0.079721,0.009565,0.08089872,2.86031E-05,9.48337428131356,19.85553,0.06715845,17.81776,0.006377555,16.88524,0.004626879,3
1237671939804627535,258.48871,64.111343,0.079721,0.009565,0.08089609,2.330272E-05,9.48337428131356,19.85553,0.06715845,17.81776,0.006377555,16.88524,0.004626879,3
